date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:59	6018/6018	---M--	200	added ('OK')	image/png	etag:%2210ec3dabe6b265a349d6aba997f77b25%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-120x120.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-120x120.png	(from https://asana.com/)
12:11:59	7615/7615	---M--	200	added ('OK')	image/png	etag:%227466b51c401d58bcbc0452c6ee512317%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-144x144.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-144x144.png	(from https://asana.com/)
12:12:00	8056/8056	---M--	200	added ('OK')	image/png	etag:%22b3863660ec24f67a789b067705191a71%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-152x152.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-152x152.png	(from https://asana.com/)
12:12:00	9962/9962	---M--	200	added ('OK')	image/png	etag:%22672469f0f58117b47d02eba95d4266c4%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/apple-touch-icon-180x180.png	(from https://asana.com/)
12:12:00	490/490	---M--	200	added ('OK')	image/png	etag:%22b26eee575eba2b1a923e40fae4c38f01%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-16x16.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-16x16.png	(from https://asana.com/)
12:12:01	1068/1068	---M--	200	added ('OK')	image/png	etag:%2244c3606b890be962c9326aae3929cec0%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-32x32.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-32x32.png	(from https://asana.com/)
12:12:01	3890/3890	---M--	200	added ('OK')	image/png	etag:%22de16621c89f087f3658633ebaa4a1f77%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-96x96.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-96x96.png	(from https://asana.com/)
12:12:02	15095/15095	---M--	200	added ('OK')	image/png	etag:%22df7fba5b04d5a0741b0f7d9f5a8c3000%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/android-chrome-192x192.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/android-chrome-192x192.png	(from https://asana.com/)
12:12:02	13712/13712	---M--	200	added ('OK')	image/png	etag:%224f150d9e24b0ebc037904defc0b033c5%22	https://d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-194x194.png	C:/My%20Web%20Sites/asana/d1gwm4cf8hecp4.cloudfront.net/images/favicons/favicon-194x194.png	(from https://asana.com/)
12:12:02	24718/24718	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Sep%202020%2017:58:28%20GMT	https://asana.com/assets/js/lib/bugsnag-2.js	C:/My%20Web%20Sites/asana/asana.com/assets/js/lib/bugsnag-2.js	(from https://asana.com/)
12:12:03	470/470	---M-Z	200	added ('OK')	text/javascript	etag:%22c6e311efce872ce5f86f2bd8ea11720c%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/app-user-info-c6e311efce.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/app-user-info-c6e311efce.js	(from https://asana.com/)
12:12:03	3098/3098	---M-Z	200	added ('OK')	text/javascript	etag:%2264777f4461cfd96fd19eaa8101b72407%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/storage-64777f4461.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/storage-64777f4461.js	(from https://asana.com/)
12:12:03	4703/4703	---M-Z	200	added ('OK')	text/javascript	etag:%22d50570ad6bb8054ae90097b276b752be%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/analytics-d50570ad6b.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/analytics-d50570ad6b.js	(from https://asana.com/)
12:12:04	2353/2353	---M-Z	200	added ('OK')	text/javascript	etag:%227551abef0adf14d1d78e2dc3a94d3a0b%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/email-7551abef0a.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/email-7551abef0a.js	(from https://asana.com/)
12:12:04	6223/6223	---M-Z	200	added ('OK')	text/javascript	etag:%22e6befca6f17ab8d5ccaec48c8a91e5e0%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/i18n-e6befca6f1.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/i18n-e6befca6f1.js	(from https://asana.com/)
12:12:05	161173/161173	---MC-	200	added ('OK')	application/javascript	date:Thu,%2001%20Oct%202020%2015:12:04%20GMT	https://www.googleoptimize.com/optimize.js?id=GTM-TFF9QTR	C:/My%20Web%20Sites/asana/www.googleoptimize.com/optimize9853.js	(from https://asana.com/)
12:12:05	142889/142889	---M-Z	200	added ('OK')	text/javascript	etag:%22bd694a1a8664c79f7945190402b1b8b2%22	https://luna1.co/assets/dist/hashed/js/global-bd694a1a86.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/global-bd694a1a86.js	(from https://asana.com/)
12:12:06	4103/4103	---M-Z	200	added ('OK')	text/javascript	etag:%2292b01137ca8aeaea8469f9fdb74f1821%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/signup-92b01137ca.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/signup-92b01137ca.js	(from https://asana.com/)
12:12:06	162/162	---M-Z	200	added ('OK')	text/javascript	etag:%22b2e0ea2b7038d3eb0d25b782c39de511%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/login-b2e0ea2b70.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/login-b2e0ea2b70.js	(from https://asana.com/)
12:12:06	4094/4094	---M-Z	200	added ('OK')	text/javascript	etag:%2299bb4c309ec7e3f8f0d6ad97831b2d58%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/verification-99bb4c309e.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/verification-99bb4c309e.js	(from https://asana.com/)
12:12:06	76737/76737	---M-Z	200	added ('OK')	text/javascript	etag:%225428362befd5d6479ee0e536ff4d50bd%22	https://luna1.co/assets/dist/hashed/js/first-party-apis/experiments-5428362bef.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/first-party-apis/experiments-5428362bef.js	(from https://asana.com/)
12:12:07	786950/786950	---M-Z	200	added ('OK')	text/css	etag:%225aa750aca89bcb36d3bc9b13df729e99%22	https://luna1.co/assets/dist/hashed/css/reskin-5aa750aca8.css	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/css/reskin-5aa750aca8.css	(from https://asana.com/)
12:12:07	274006/274006	---M-Z	200	added ('OK')	text/javascript	etag:%22862258ae2b5661c189d80094dafb952c%22	https://luna1.co/assets/dist/hashed/js/page-specific/marketing-reskin-862258ae2b.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/page-specific/marketing-reskin-862258ae2b.js	(from https://asana.com/)
12:12:07	611/611	---M-Z	200	added ('OK')	text/javascript	etag:%2202606402d1f28dd33a9a9b227caea2cf%22	https://luna1.co/assets/dist/hashed/js/page-specific/new-homepage-02606402d1.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/page-specific/new-homepage-02606402d1.js	(from https://asana.com/)
12:12:08	0/0	---M--	301	error ('Found')	text/html	date:Thu,%2001%20Oct%202020%2015:12:08%20GMT	https://platform.twitter.com/oct.js	C:/My%20Web%20Sites/asana/platform.twitter.com/oct.21.delayed	(from https://asana.com/)
12:12:09	5160/5160	---M-Z	200	added ('OK')	application/javascript	etag:%22a4cc3f907681b24a3efd540acd5d2996+gzip%22	https://static.ads-twitter.com/oct.js	C:/My%20Web%20Sites/asana/static.ads-twitter.com/oct.js	(from https://asana.com/)
12:12:20	676664/676664	---M-Z	200	added ('OK')	application/javascript	etag:%225f75d365-26963%22	http://fast.wistia.com/assets/external/E-v1.js	C:/My%20Web%20Sites/asana/fast.wistia.com/assets/external/E-v1.js	(from https://asana.com/)
12:12:21	508298/508298	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:46:36%20GMT	https://asana.com/terms	C:/My%20Web%20Sites/asana/asana.com/terms.html	(from https://asana.com/)
12:12:21	132129/132129	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Sep%202020%2017:58:28%20GMT	https://asana.com/assets/svg/icons.svg	C:/My%20Web%20Sites/asana/asana.com/assets/svg/icons.svg	(from https://asana.com/)
12:12:21	647267/647267	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:58:24%20GMT	https://asana.com/?noredirect	C:/My%20Web%20Sites/asana/asana.com/index4dd6.html	(from https://asana.com/)
12:12:21	145483/145483	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:54:28%20GMT	https://asana.com/product	C:/My%20Web%20Sites/asana/asana.com/product.html	(from https://asana.com/)
12:12:21	287865/287865	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:27:22%20GMT	https://asana.com/apps	C:/My%20Web%20Sites/asana/asana.com/apps.html	(from https://asana.com/)
12:12:22	594771/594771	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:39:28%20GMT	https://asana.com/customers	C:/My%20Web%20Sites/asana/asana.com/customers.html	(from https://asana.com/)
12:12:23	149643/149643	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:42:04%20GMT	https://asana.com/product/goals	C:/My%20Web%20Sites/asana/asana.com/product/goals.html	(from https://asana.com/)
12:12:23	156122/156122	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:07:28%20GMT	https://asana.com/product/timeline	C:/My%20Web%20Sites/asana/asana.com/product/timeline.html	(from https://asana.com/)
12:12:24	155676/155676	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:50:00%20GMT	https://asana.com/product/portfolios	C:/My%20Web%20Sites/asana/asana.com/product/portfolios.html	(from https://asana.com/)
12:12:24	161930/161930	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:36:38%20GMT	https://asana.com/product/workload	C:/My%20Web%20Sites/asana/asana.com/product/workload.html	(from https://asana.com/)
12:12:24	153186/153186	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:42:04%20GMT	https://asana.com/product/forms	C:/My%20Web%20Sites/asana/asana.com/product/forms.html	(from https://asana.com/)
12:12:25	172965/172965	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:01:30%20GMT	https://asana.com/product/automation	C:/My%20Web%20Sites/asana/asana.com/product/automation.html	(from https://asana.com/)
12:12:26	181863/181863	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:02:04%20GMT	https://asana.com/features	C:/My%20Web%20Sites/asana/asana.com/features.html	(from https://asana.com/)
12:12:26	231945/231945	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:45:24%20GMT	https://asana.com/pricing	C:/My%20Web%20Sites/asana/asana.com/pricing.html	(from https://asana.com/)
12:12:26	157383/157383	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:35:22%20GMT	https://asana.com/premium	C:/My%20Web%20Sites/asana/asana.com/premium.html	(from https://asana.com/)
12:12:26	149906/149906	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:17:20%20GMT	https://asana.com/business	C:/My%20Web%20Sites/asana/asana.com/business.html	(from https://asana.com/)
12:12:27	141858/141858	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:13:20%20GMT	https://asana.com/enterprise	C:/My%20Web%20Sites/asana/asana.com/enterprise.html	(from https://asana.com/)
12:12:27	207824/207824	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:44:30%20GMT	https://asana.com/teams/marketing	C:/My%20Web%20Sites/asana/asana.com/teams/marketing.html	(from https://asana.com/)
12:12:28	194330/194330	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:55:12%20GMT	https://asana.com/teams/operations	C:/My%20Web%20Sites/asana/asana.com/teams/operations.html	(from https://asana.com/)
12:12:28	167949/167949	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:21:28%20GMT	https://asana.com/teams/sales	C:/My%20Web%20Sites/asana/asana.com/teams/sales.html	(from https://asana.com/)
12:12:29	152651/152651	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:06:30%20GMT	https://asana.com/teams/product-managers	C:/My%20Web%20Sites/asana/asana.com/teams/product-managers.html	(from https://asana.com/)
12:12:29	153604/153604	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:19:46%20GMT	https://asana.com/teams	C:/My%20Web%20Sites/asana/asana.com/teams.html	(from https://asana.com/)
12:12:29	180099/180099	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:09:20%20GMT	https://asana.com/uses/project-management	C:/My%20Web%20Sites/asana/asana.com/uses/project-management.html	(from https://asana.com/)
12:12:30	165517/165517	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:33:24%20GMT	https://asana.com/uses/workflow-management	C:/My%20Web%20Sites/asana/asana.com/uses/workflow-management.html	(from https://asana.com/)
12:12:30	177344/177344	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:57:24%20GMT	https://asana.com/uses/team-calendar	C:/My%20Web%20Sites/asana/asana.com/uses/team-calendar.html	(from https://asana.com/)
12:12:30	165162/165162	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:42:14%20GMT	https://asana.com/uses/kanban-boards	C:/My%20Web%20Sites/asana/asana.com/uses/kanban-boards.html	(from https://asana.com/)
12:12:31	166726/166726	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:51:06%20GMT	https://asana.com/uses/manage-remote-teams	C:/My%20Web%20Sites/asana/asana.com/uses/manage-remote-teams.html	(from https://asana.com/)
12:12:31	167470/167470	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:51:38%20GMT	https://asana.com/uses/increase-productivity	C:/My%20Web%20Sites/asana/asana.com/uses/increase-productivity.html	(from https://asana.com/)
12:12:31	167168/167168	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:41:54%20GMT	https://asana.com/uses/agile-management	C:/My%20Web%20Sites/asana/asana.com/uses/agile-management.html	(from https://asana.com/)
12:12:31	142577/142577	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:24:10%20GMT	https://asana.com/uses	C:/My%20Web%20Sites/asana/asana.com/uses.html	(from https://asana.com/)
12:12:31	213254/213254	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:32:52%20GMT	https://asana.com/templates	C:/My%20Web%20Sites/asana/asana.com/templates.html	(from https://asana.com/)
12:12:32	153517/153517	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:38:54%20GMT	https://asana.com/templates/for/other/business-continuity-plan	C:/My%20Web%20Sites/asana/asana.com/templates/for/other/business-continuity-plan.html	(from https://asana.com/)
12:12:32	153033/153033	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:32:48%20GMT	https://asana.com/templates/for/other/qbr-meeting-agenda	C:/My%20Web%20Sites/asana/asana.com/templates/for/other/qbr-meeting-agenda.html	(from https://asana.com/)
12:12:32	153183/153183	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:14:08%20GMT	https://asana.com/templates/for/other/cross-functional-project-plan	C:/My%20Web%20Sites/asana/asana.com/templates/for/other/cross-functional-project-plan.html	(from https://asana.com/)
12:12:32	153836/153836	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:38:10%20GMT	https://asana.com/templates/for/other/work-requests	C:/My%20Web%20Sites/asana/asana.com/templates/for/other/work-requests.html	(from https://asana.com/)
12:12:33	152698/152698	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:25:20%20GMT	https://asana.com/templates/for/other/team-goals-planning-example	C:/My%20Web%20Sites/asana/asana.com/templates/for/other/team-goals-planning-example.html	(from https://asana.com/)
12:12:34	204617/204617	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:41:22%20GMT	https://asana.com/resources	C:/My%20Web%20Sites/asana/asana.com/resources.html	(from https://asana.com/)
12:12:34	177948/177948	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:50:22%20GMT	https://asana.com/guide	C:/My%20Web%20Sites/asana/asana.com/guide.html	(from https://asana.com/)
12:12:34	130356/130356	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:14:26%20GMT	https://asana.com/community	C:/My%20Web%20Sites/asana/asana.com/community.html	(from https://asana.com/)
12:12:34	198484/198484	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2016:49:16%20GMT	https://asana.com/support	C:/My%20Web%20Sites/asana/asana.com/support.html	(from https://asana.com/)
12:12:35	124673/124673	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:26:22%20GMT	https://asana.com/partners	C:/My%20Web%20Sites/asana/asana.com/partners.html	(from https://asana.com/)
12:12:36	21766/21766	---M--	200	added ('OK')	image/png	etag:%229f003be6939ef36cb5194729d8aa9bf5%22	https://luna1.co/57131f.png	C:/My%20Web%20Sites/asana/luna1.co/57131f.png	(from https://asana.com/)
12:12:36	6694/6694	---M--	200	added ('OK')	image/png	etag:%22bea39f7e6a73ee6c2e681e00090ba890%22	https://luna1.co/846e1d.png	C:/My%20Web%20Sites/asana/luna1.co/846e1d.png	(from https://asana.com/)
12:12:36	21339/21339	---M--	200	added ('OK')	image/png	etag:%22d86f5829674055b366f498286a384749%22	https://luna1.co/f9b608.png	C:/My%20Web%20Sites/asana/luna1.co/f9b608.png	(from https://asana.com/)
12:12:37	63231/63231	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:39:06%20GMT	https://asana.com/create-account	C:/My%20Web%20Sites/asana/asana.com/create-account.html	(from https://asana.com/)
12:12:37	141534/141534	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:31:06%20GMT	https://asana.com/sales	C:/My%20Web%20Sites/asana/asana.com/sales.html	(from https://asana.com/)
12:12:37	155880/155880	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2017:20:36%20GMT	https://asana.com/go/demo	C:/My%20Web%20Sites/asana/asana.com/go/demo.html	(from https://asana.com/)
12:12:37	15238/15238	---M-Z	200	added ('OK')	text/javascript	etag:%22f66d0a382527715ee786fec1baa87f35%22	https://luna1.co/assets/dist/hashed/js/page-specific/header-f66d0a3825.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/page-specific/header-f66d0a3825.js	(from https://asana.com/)
12:12:38	148544/148544	---M--	200	added ('OK')	image/jpeg	etag:%22dabb3799ba17ab5e6ed68333c4218185%22	https://luna1.co/75ab44.jpg	C:/My%20Web%20Sites/asana/luna1.co/75ab44.jpg	(from https://asana.com/)
12:12:38	30176/30176	---M--	200	added ('OK')	image/png	etag:%22c19bf0c10066e116fb2926ded7f6bb9d%22	https://luna1.co/422468.png	C:/My%20Web%20Sites/asana/luna1.co/422468.png	(from https://asana.com/)
12:12:38	173776/173776	---M--	200	added ('OK')	image/jpeg	etag:%226a86cf616b42940b01a2958a6768a682%22	https://luna1.co/f65a4a.jpg	C:/My%20Web%20Sites/asana/luna1.co/f65a4a.jpg	(from https://asana.com/)
12:12:38	165547/165547	---M--	200	added ('OK')	image/png	etag:%2242dd45e2d75c89d6dce1dab602ccb833%22	https://luna1.co/98b4e5.png	C:/My%20Web%20Sites/asana/luna1.co/98b4e5.png	(from https://asana.com/)
12:12:38	136356/136356	---M--	200	added ('OK')	image/jpeg	etag:%2288d3582afcc3eea4b1979dd0c447c5e9%22	https://luna1.co/2a3af5.jpg	C:/My%20Web%20Sites/asana/luna1.co/2a3af5.jpg	(from https://asana.com/)
12:12:39	161341/161341	---M--	200	added ('OK')	image/png	etag:%22bd3003f5a27021297d92fd4c90fec37d%22	https://luna1.co/364929.png	C:/My%20Web%20Sites/asana/luna1.co/364929.png	(from https://asana.com/)
12:12:39	24224/24224	---M-Z	200	added ('OK')	text/javascript	etag:%2237485efe347eebda2fbd912cea53b46e%22	https://luna1.co/assets/dist/hashed/js/page-specific/new-homepage-masthead-37485efe34.js	C:/My%20Web%20Sites/asana/luna1.co/assets/dist/hashed/js/page-specific/new-homepage-masthead-37485efe34.js	(from https://asana.com/)
12:12:39	3494/3494	---M--	200	added ('OK')	image/png	etag:%229989a6fa5bcb7ade6b808d0740092a19%22	https://luna1.co/5fbd4a.png	C:/My%20Web%20Sites/asana/luna1.co/5fbd4a.png	(from https://asana.com/)
12:12:39	1631/1631	---M--	200	added ('OK')	image/png	etag:%2210c52704aa074a48fa38b1af4f3040c0%22	https://luna1.co/homepage-profile-27x27_Hailey.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-27x27_Hailey.png	(from https://asana.com/)
12:12:39	618/618	---M--	200	added ('OK')	image/png	etag:%22676a650be3440bcf43ee85bfe2855aab%22	https://luna1.co/8ba01b.png	C:/My%20Web%20Sites/asana/luna1.co/8ba01b.png	(from https://asana.com/)
12:12:40	4241/4241	---M--	200	added ('OK')	image/png	etag:%227020bf58589a081b9f20a82efe7bf776%22	https://luna1.co/460981.png	C:/My%20Web%20Sites/asana/luna1.co/460981.png	(from https://asana.com/)
12:12:40	736/736	---M--	200	added ('OK')	image/png	etag:%228ea1190a3ca5e231d83a6614ba106f30%22	https://luna1.co/homepage-profile-15x15_Hailey.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-15x15_Hailey.png	(from https://asana.com/)
12:12:40	1820/1820	---M--	200	added ('OK')	image/png	etag:%2290fc187c685dc49947682666506fa736%22	https://luna1.co/homepage-profile-27x27_Karen.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-27x27_Karen.png	(from https://asana.com/)
12:12:40	782/782	---M--	200	added ('OK')	image/png	etag:%2272c3ef9c30126ced53a37ff090d7b4ec%22	https://luna1.co/homepage-profile-15x15_Karen.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-15x15_Karen.png	(from https://asana.com/)
12:12:41	1610/1610	---M--	200	added ('OK')	image/png	etag:%226dc86dcb153f174eaf9e3abe2df13f55%22	https://luna1.co/homepage-profile-27x27_Neel.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-27x27_Neel.png	(from https://asana.com/)
12:12:41	723/723	---M--	200	added ('OK')	image/png	etag:%22fbbe313721b318c9963d8efebb566307%22	https://luna1.co/homepage-profile-15x15_Neel.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-15x15_Neel.png	(from https://asana.com/)
12:12:41	1577/1577	---M--	200	added ('OK')	image/png	etag:%22b202c7440050815f8df30864f7edcb5c%22	https://luna1.co/homepage-profile-27x27_Rohan.png	C:/My%20Web%20Sites/asana/luna1.co/homepage-profile-27x27_Rohan.png	(from https://asana.com/)
12:12:41	12122/12122	---M--	200	added ('OK')	image/png	etag:%22d8299fbefbb373a53531765c03fd378e%22	https://luna1.co/8cd3d0.png	C:/My%20Web%20Sites/asana/luna1.co/8cd3d0.png	(from https://asana.com/)
